model	objective	reaction	status	value
./model.xml	obj	R_FORCT	optimal	1.5908505726730338
./model.xml	obj	R_FORGLUIH2	optimal	1.5908505726730104
./model.xml	obj	R_FORtex	optimal	1.5908505726730227
./model.xml	obj	R_FRDO4r	optimal	1.5844829202950321
./model.xml	obj	R_FRDO7r	optimal	1.5844823262635621
./model.xml	obj	R_FRUK	optimal	1.5908505726730104
./model.xml	obj	R_FRUptspp	optimal	1.5908505726730298
./model.xml	obj	R_FRUtex	optimal	1.5908505726730207
./model.xml	obj	R_FTHFD	optimal	1.5908505726730295
./model.xml	obj	R_FUM	optimal	-2.0019930545264557e-13
./model.xml	obj	R_FUMAC	optimal	1.5908505726730287
./model.xml	obj	R_FUMt2_2pp	optimal	1.590850572673023
./model.xml	obj	R_FUMtex	optimal	1.5908505726730076
./model.xml	obj	R_FUSAtpp	optimal	1.5908505726730058
./model.xml	obj	R_G1PACT	optimal	-4.075198254093716e-15
./model.xml	obj	R_G1PTT	optimal	0.0
./model.xml	obj	R_G1SAT	optimal	1.5908505726730227
./model.xml	obj	R_G2PP	optimal	1.590850572673008
./model.xml	obj	R_G3PAT120	optimal	1.590850572673022
./model.xml	obj	R_G3PAT140	optimal	1.5908505726730269
./model.xml	obj	R_G3PAT141	optimal	1.5908505726730313
./model.xml	obj	R_G3PAT160	optimal	1.590850572672997
./model.xml	obj	R_G3PAT161	optimal	1.5908505726730076
./model.xml	obj	R_G3PAT180	optimal	1.5908505726730178
./model.xml	obj	R_G3PAT181	optimal	1.5908505726730233
./model.xml	obj	R_G3PCabcpp	optimal	1.5908505726730147
./model.xml	obj	R_G3PCtex	optimal	1.5908505726730298
./model.xml	obj	R_G3PD	optimal	1.590850572673008
./model.xml	obj	R_G3PD2i	optimal	1.5908505726535702
./model.xml	obj	R_G3PD5	optimal	1.5908505726730295
./model.xml	obj	R_G3PEabcpp	optimal	1.590850572673026
./model.xml	obj	R_G3PGabcpp	optimal	1.590850572673013
./model.xml	obj	R_G3PIabcpp	optimal	1.5908505726730113
./model.xml	obj	R_G3PItex	optimal	1.5908505726730187
./model.xml	obj	R_G3PSabcpp	optimal	1.5908505726730207
./model.xml	obj	R_G3PStex	optimal	1.5908505726729985
./model.xml	obj	R_G5SADs	optimal	1.5908505726730293
./model.xml	obj	R_G5SD	optimal	1.590850572673013
./model.xml	obj	R_G6PBDH	optimal	1.5908505726730169
./model.xml	obj	R_G6PDH2rirr	optimal	1.5908505726729987
./model.xml	obj	R_G6PI	optimal	1.5908505726730036
./model.xml	obj	R_GADktpp	optimal	1.5908505726730338
./model.xml	obj	R_GALCTNt2pp	optimal	1.5908505726730036
./model.xml	obj	R_GALCTNtex	optimal	1.5908505726729902
./model.xml	obj	R_GALCTt2rpp	optimal	1.5908505726730287
./model.xml	obj	R_GALCTtex	optimal	1.5908505726730104
./model.xml	obj	R_GALURt2rpp	optimal	1.5908505726730233
./model.xml	obj	R_GALURtex	optimal	1.590850572673024
./model.xml	obj	R_GALUi	optimal	0.0
./model.xml	obj	R_GALabcpp	optimal	1.590850572673025
./model.xml	obj	R_GAPD	optimal	1.5616831750422677
./model.xml	obj	R_GARFT	optimal	1.5908505726730078
./model.xml	obj	R_GART	optimal	1.5908505726730133
./model.xml	obj	R_GCALDD	optimal	9.910748245834808e-17
./model.xml	obj	R_GDBTALDH	optimal	1.590850572673026
./model.xml	obj	R_GDPDPK	optimal	1.5908505726730238
./model.xml	obj	R_GDPMANNDH	optimal	1.5908505726730127
./model.xml	obj	R_GF6PTA	optimal	0.0
./model.xml	obj	R_GGGABADr	optimal	1.5908505726730187
./model.xml	obj	R_GGGABAH	optimal	1.5908505726730184
./model.xml	obj	R_GGPTRCO	optimal	1.590850572673024
./model.xml	obj	R_GGPTRCS	optimal	1.5908505726730102
./model.xml	obj	R_GHMT2r	optimal	1.5756333513745333
./model.xml	obj	R_GK1	optimal	1.6907552833733749e-15
./model.xml	obj	R_GLBOX	optimal	1.5908505726730249
./model.xml	obj	R_GLCDpp	optimal	1.5908505726730204
./model.xml	obj	R_GLCDpp_q9	optimal	1.590850572672997
./model.xml	obj	R_GLCNt2rpp	optimal	1.5667542861219819
./model.xml	obj	R_GLCNtex	optimal	1.5908505726730269
./model.xml	obj	R_GLCOAS	optimal	1.5875364359283772
./model.xml	obj	R_GLCOASYNT	optimal	1.5908505726728543
./model.xml	obj	R_GLCP	optimal	1.5908505726729985
./model.xml	obj	R_GLCRt2rpp	optimal	1.5908505726730144
./model.xml	obj	R_GLCRtex	optimal	1.5908505726729993
./model.xml	obj	R_GLCS1	optimal	0.0
./model.xml	obj	R_GLCURt2rpp	optimal	1.59085057267302
./model.xml	obj	R_GLCURtex	optimal	1.5908505726729985
./model.xml	obj	R_GLCabcpp	optimal	1.5607045885773647
./model.xml	obj	R_GLCtex	optimal	1.5066517899009146
./model.xml	obj	R_GLGC	optimal	0.0
./model.xml	obj	R_GLNS	optimal	-5.951318615167726e-14
./model.xml	obj	R_GLNabcpp	optimal	1.5908505726730158
./model.xml	obj	R_GLNtex	optimal	1.590850572673011
./model.xml	obj	R_GLU5K	optimal	1.5908505726730298
./model.xml	obj	R_GLUCYS	optimal	1.5908505726730284
./model.xml	obj	R_GLUDC	optimal	1.5908505726730258
./model.xml	obj	R_GLUDxi	optimal	1.5908505726730187
./model.xml	obj	R_GLUDyirr	optimal	1.5908505726730267
./model.xml	obj	R_GLUN	optimal	1.590850572673015
./model.xml	obj	R_GLUNpp	optimal	1.590850572673024
./model.xml	obj	R_GLUPRT	optimal	1.977549260240564e-14
./model.xml	obj	R_GLUR	optimal	0.0
./model.xml	obj	R_GLUSx	optimal	1.5908505726730258
./model.xml	obj	R_GLUSy	optimal	1.590850572673013
./model.xml	obj	R_GLUTCOADHc	optimal	1.5875364359284698
./model.xml	obj	R_GLUTRR	optimal	1.5908505726730295
./model.xml	obj	R_GLUTRS	optimal	1.5908505727149198
./model.xml	obj	R_GLUabcpp	optimal	1.5908505726730249
./model.xml	obj	R_GLUt2rppirr	optimal	1.5908505726730016
./model.xml	obj	R_GLUt4pp	optimal	1.5892883096709012
./model.xml	obj	R_GLUtex	optimal	1.5885083282469876
./model.xml	obj	R_GLXCL	optimal	1.5908505726730229
./model.xml	obj	R_GLYALDDr	optimal	1.5908505726730284
./model.xml	obj	R_GLYALDtex	optimal	1.590850572673025
./model.xml	obj	R_GLYALDtpp	optimal	1.5908505726730295
./model.xml	obj	R_GLYBCOAT	optimal	1.5908505726730153
./model.xml	obj	R_GLYBabcpp	optimal	1.5908505726730264
./model.xml	obj	R_GLYBt2pp	optimal	1.590850572673012
./model.xml	obj	R_GLYBtex	optimal	1.590850572673012
./model.xml	obj	R_GLYC2Pabcpp	optimal	1.590850572673007
./model.xml	obj	R_GLYC2Ptex	optimal	1.590850572673027
./model.xml	obj	R_GLYC3Pabcpp	optimal	1.5908505726730024
./model.xml	obj	R_GLYC3Pt6pp	optimal	1.5908505726730102
./model.xml	obj	R_GLYC3Ptex	optimal	1.5908505726730147
./model.xml	obj	R_GLYCK	optimal	1.5908505726730129
./model.xml	obj	R_GLYCL	optimal	1.5729602913362035
./model.xml	obj	R_GLYCLTDx	optimal	1.590850572673007
./model.xml	obj	R_GLYCLTDy	optimal	1.590850572673007
./model.xml	obj	R_GLYCLTt4pprev	optimal	1.5908382893577204
./model.xml	obj	R_GLYCLTtex	optimal	1.5908382893577262
./model.xml	obj	R_GLYCOX1_PA	optimal	1.5908505726730189
./model.xml	obj	R_GLYCOX2_PA	optimal	0.0
./model.xml	obj	R_GLYCTO1	optimal	1.590850572673007
./model.xml	obj	R_GLYCtex	optimal	1.5908505726730338
./model.xml	obj	R_GLYCtpp	optimal	1.590850572673025
./model.xml	obj	R_GLYK	optimal	1.5903957627199983
./model.xml	obj	R_GLYOX	optimal	1.590850572673022
./model.xml	obj	R_GLYabcpp	optimal	1.59085057265357
./model.xml	obj	R_GLYt2pp	optimal	1.5908505726730189
./model.xml	obj	R_GLYt4pp	optimal	1.5719042066120743
./model.xml	obj	R_GLYtex	optimal	1.5707392738771908
./model.xml	obj	R_GMAND	optimal	1.5908505726730127
./model.xml	obj	R_GMHEPAT	optimal	0.0
./model.xml	obj	R_GMHEPK	optimal	0.0
./model.xml	obj	R_GMHEPPA	optimal	0.0
./model.xml	obj	R_GMPS2	optimal	0.0
./model.xml	obj	R_GNK	optimal	1.5908505726730267
./model.xml	obj	R_GNNUC	optimal	1.5908505726730144
./model.xml	obj	R_GPDDA1	optimal	1.590850572673009
./model.xml	obj	R_GPDDA1pp	optimal	1.5908505726730406
./model.xml	obj	R_GPDDA2	optimal	1.5908505726730133
./model.xml	obj	R_GPDDA2pp	optimal	1.5908505726730295
./model.xml	obj	R_GPDDA3	optimal	1.590850572673008
./model.xml	obj	R_GPDDA3pp	optimal	1.5908505726730258
./model.xml	obj	R_GPDDA4	optimal	1.590850572673012
./model.xml	obj	R_GPDDA4pp	optimal	1.5908505726730195
./model.xml	obj	R_GPDDA5	optimal	1.590850572673028
./model.xml	obj	R_GPDDA5pp	optimal	1.5908505726730229
./model.xml	obj	R_GRTT	optimal	-5.30915700250413e-15
./model.xml	obj	R_GRXR	optimal	1.5908505726729993
./model.xml	obj	R_GTHOr	optimal	1.59085057267303
./model.xml	obj	R_GTHPi	optimal	1.5908505726730287
./model.xml	obj	R_GTHRDHpp	optimal	1.5908505726730184
./model.xml	obj	R_GTHRDabc2pp	optimal	1.590850572673007
./model.xml	obj	R_GTHRDabcpp	optimal	1.590850572673023
./model.xml	obj	R_GTHS	optimal	1.5908505726730218
./model.xml	obj	R_GTPCI	optimal	0.0
./model.xml	obj	R_GTPCII	optimal	1.5908505726730229
./model.xml	obj	R_GTPDPDP	optimal	1.5908505726730338
./model.xml	obj	R_GTPDPK	optimal	1.5908505726729585
./model.xml	obj	R_GTPHs	optimal	1.590850572673009
./model.xml	obj	R_GUACYC	optimal	1.590850572673024
./model.xml	obj	R_GUAD	optimal	1.5908505726730122
./model.xml	obj	R_GUAPRT	optimal	1.5908505726729585
./model.xml	obj	R_GUAt2pp	optimal	1.590850572669816
./model.xml	obj	R_GUAtex	optimal	1.5908505726730182
./model.xml	obj	R_GUDBUTNAH	optimal	1.5908505726730242
./model.xml	obj	R_H2CO3D	optimal	1.5908505726730064
./model.xml	obj	R_H2O2tex	optimal	1.590850572673035
./model.xml	obj	R_H2Otex	optimal	1.5543393434508748
./model.xml	obj	R_H2Otpp	optimal	1.57581344004204
./model.xml	obj	R_H2St1pp	optimal	1.5908505726730338
./model.xml	obj	R_H2Stex	optimal	1.5908505726730147
./model.xml	obj	R_H2tex	optimal	1.5908505726730158
./model.xml	obj	R_H2tpp	optimal	1.590850572673016
./model.xml	obj	R_HACD1i	optimal	1.590850572673014
./model.xml	obj	R_HACD2i	optimal	1.59085057267303
./model.xml	obj	R_HACD3i	optimal	1.5908505726730144
./model.xml	obj	R_HACD4i	optimal	1.5908505726730258
./model.xml	obj	R_HACD5i	optimal	1.5908505726730222
./model.xml	obj	R_HACD6i	optimal	1.5908505726730267
./model.xml	obj	R_HACD7i	optimal	1.5908505726729987
./model.xml	obj	R_HACD8i	optimal	1.5908505726730175
./model.xml	obj	R_HACD9	optimal	1.5908505726730215
./model.xml	obj	R_HADPCOADH3	optimal	1.5908505726730036
./model.xml	obj	R_HBZOPT	optimal	1.5908505726730287
./model.xml	obj	R_HCO3E	optimal	1.5034260412441962
./model.xml	obj	R_HDCAt2pp	optimal	1.5908505726730104
./model.xml	obj	R_HDCAtexi	optimal	1.590850572673016
./model.xml	obj	R_HDCEAtexi	optimal	1.5908505726730122
./model.xml	obj	R_HEMEOS	optimal	1.5908505726730104
./model.xml	obj	R_HEX1	optimal	1.5607045885773607
./model.xml	obj	R_HEX7	optimal	1.5908505726730238
./model.xml	obj	R_HEXDECtex	optimal	1.5908505726730369
./model.xml	obj	R_HEXDECtpp	optimal	1.5908505726730138
./model.xml	obj	R_HEXt2rpp	optimal	1.5908505726730233
./model.xml	obj	R_HG2abcpp	optimal	1.590850572673007
./model.xml	obj	R_HG2t3pp	optimal	1.59085057267301
./model.xml	obj	R_HG2tex	optimal	1.5908505726730402
./model.xml	obj	R_HGNTOR	optimal	1.5908505726730293
./model.xml	obj	R_HHDDI	optimal	1.590850572673038
./model.xml	obj	R_HIBDkt	optimal	1.5908505726730193
./model.xml	obj	R_HISDr	optimal	1.5908505726730264
./model.xml	obj	R_HISTD	optimal	1.5908505726730153
./model.xml	obj	R_HISTP	optimal	1.590850572673018
./model.xml	obj	R_HISTRS	optimal	1.5908505726730187
./model.xml	obj	R_HISabcpp	optimal	1.590850572673024
./model.xml	obj	R_HISt2rpp	optimal	1.5895557417902784
./model.xml	obj	R_HIStex	optimal	1.573475976284731
./model.xml	obj	R_HIUH_c	optimal	1.5908505726730013
./model.xml	obj	R_HMBS	optimal	1.5908505726730207
./model.xml	obj	R_HMGL	optimal	1.5908505726730153
./model.xml	obj	R_HMPK1	optimal	1.590850572625776
./model.xml	obj	R_HOMt2pp	optimal	1.590850572673015
./model.xml	obj	R_HOMtex	optimal	1.5908505726729993
./model.xml	obj	R_HPA3MO	optimal	1.5908505726730284
./model.xml	obj	R_HPAtex	optimal	1.5908505726729993
./model.xml	obj	R_HPPK	optimal	0.0
./model.xml	obj	R_HPYRI	optimal	1.5908505726730222
./model.xml	obj	R_HPYRRx	optimal	1.5908505726730169
./model.xml	obj	R_HSDy	optimal	0.0
./model.xml	obj	R_HSERTA	optimal	1.5908505726730127
./model.xml	obj	R_HSK	optimal	0.0
./model.xml	obj	R_HSTPT	optimal	1.590850572672997
./model.xml	obj	R_HXAND	optimal	1.5908505726730249
./model.xml	obj	R_HXAtex	optimal	1.5908505726730193
./model.xml	obj	R_HXPRT	optimal	1.590850572673016
./model.xml	obj	R_HYGBDIAS	optimal	1.590850572673024
./model.xml	obj	R_HYXNtex	optimal	1.590850572673012
./model.xml	obj	R_Htex	optimal	1.2978852826065292
./model.xml	obj	R_I2FE2SR	optimal	1.5908505726730138
./model.xml	obj	R_I2FE2SS2	optimal	1.5908505726730275
./model.xml	obj	R_I2FE2SS2fdx	optimal	1.590850572673016
./model.xml	obj	R_I2FE2SSfdx	optimal	0.0
./model.xml	obj	R_I2FE2ST	optimal	0.0
./model.xml	obj	R_I4FE4SRfdx	optimal	1.59085057267303
./model.xml	obj	R_I4FE4ST	optimal	1.590850572673019
./model.xml	obj	R_ICDHyr	optimal	1.5908505726729985
./model.xml	obj	R_ICHORS	optimal	1.5908505726730169
./model.xml	obj	R_ICHORT	optimal	1.5908505726730298
./model.xml	obj	R_ICITt_kt	optimal	1.5908505726730184
./model.xml	obj	R_ICITtex	optimal	1.5908505726730184
./model.xml	obj	R_ICL	optimal	1.590850572673015
./model.xml	obj	R_ICYSDS	optimal	0.0
./model.xml	obj	R_IG3PS	optimal	1.590850572673035
./model.xml	obj	R_IGPDH	optimal	1.5908505726730147
./model.xml	obj	R_IGPS	optimal	1.5908505726730073
./model.xml	obj	R_ILETA	optimal	1.5908505726730184
./model.xml	obj	R_ILEabcpp	optimal	1.590850572673012
./model.xml	obj	R_ILEt2rpp	optimal	1.5883671727947308
./model.xml	obj	R_ILEtex	optimal	1.5858915142626366
./model.xml	obj	R_IMPC	optimal	-5.097070970444391e-13
./model.xml	obj	R_IMPD	optimal	1.5808101871008293
./model.xml	obj	R_INDOLEt2rpp	optimal	1.5908505726729993
./model.xml	obj	R_INS2D	optimal	1.5908505726730287
./model.xml	obj	R_INSH	optimal	1.5908505726730207
./model.xml	obj	R_INSTtex	optimal	1.5908505726730264
./model.xml	obj	R_INStex	optimal	1.5908505726730207
./model.xml	obj	R_IPDDI	optimal	1.5908505726730238
./model.xml	obj	R_IPDPS	optimal	1.590850572673019
./model.xml	obj	R_IPMD	optimal	1.5908505726729838
./model.xml	obj	R_IPPMIa	optimal	1.590850572673003
./model.xml	obj	R_IPPMIb	optimal	1.5908505726730338
./model.xml	obj	R_IPPS	optimal	1.5908505726730233
./model.xml	obj	R_ISETACabcpp	optimal	1.590850572673018
./model.xml	obj	R_ISETACtex	optimal	1.590850572673024
./model.xml	obj	R_IZPN	optimal	1.590850572672982
./model.xml	obj	R_K2L4Aabcpp	optimal	1.5908505726730273
./model.xml	obj	R_K2L4Aabctex	optimal	1.5908505726730233
./model.xml	obj	R_KARA1	optimal	1.5779306570758012
./model.xml	obj	R_KARA2	optimal	1.590850572673024
./model.xml	obj	R_KAS13	optimal	1.590850572673027
./model.xml	obj	R_KAS14	optimal	1.5908505726730242
./model.xml	obj	R_KAS15	optimal	1.5908505726730067
./model.xml	obj	R_KDOCT2	optimal	0.0
./model.xml	obj	R_KDOPP	optimal	0.0
./model.xml	obj	R_KDOPS	optimal	0.0
./model.xml	obj	R_Kabcpp	optimal	1.5908505726730127
./model.xml	obj	R_Kt2pp	optimal	1.5908505726730164
./model.xml	obj	R_Kt3pp	optimal	1.5908505726730242
./model.xml	obj	R_Ktex	optimal	1.5908505726730298
./model.xml	obj	R_LCADi	optimal	1.5908505726730184
./model.xml	obj	R_LCTSt3ipp	optimal	1.590850572673023
./model.xml	obj	R_LCYSTabcpp	optimal	1.590850572673005
./model.xml	obj	R_LDGUNPD	optimal	1.5908505726730193
./model.xml	obj	R_LDH_D	optimal	1.5908505726730067
./model.xml	obj	R_LEUTAi	optimal	1.5908505726729938
./model.xml	obj	R_LEUTRS	optimal	1.590850572673014
./model.xml	obj	R_LEUabcpp	optimal	1.5908505726730295
./model.xml	obj	R_LEUt2rpp	optimal	1.5834912480548238
./model.xml	obj	R_LEUtex	optimal	1.5810532474266938
./model.xml	obj	R_LGTHL	optimal	1.5908505726730164
./model.xml	obj	R_LIPOCT	optimal	1.5908505726730338
./model.xml	obj	R_LIPOS	optimal	1.5908505726730104
./model.xml	obj	R_LLEUDrirr	optimal	1.5908505726730067
./model.xml	obj	R_LPADSS	optimal	2.14769715199884e-14
./model.xml	obj	R_LPCOXc	optimal	1.5908505726728543
./model.xml	obj	R_LPLIPAL1A120pp	optimal	1.5908505726730373
./model.xml	obj	R_LPLIPAL1A140pp	optimal	1.5908505726730189
./model.xml	obj	R_LPLIPAL1A141pp	optimal	1.590850572673008
./model.xml	obj	R_LPLIPAL1A160pp	optimal	1.5908505726729985
./model.xml	obj	R_LPLIPAL1A161pp	optimal	1.590850572673007
./model.xml	obj	R_LPLIPAL1A180pp	optimal	1.59085057267302
./model.xml	obj	R_LPLIPAL1A181pp	optimal	1.5908505726730138
./model.xml	obj	R_LPLIPAL1E120pp	optimal	1.590850572673008
./model.xml	obj	R_LPLIPAL1E160pp	optimal	1.5908505726729985
./model.xml	obj	R_LPLIPAL1E161pp	optimal	1.5908505726730116
./model.xml	obj	R_LPLIPAL1E180pp	optimal	1.5908505726730067
./model.xml	obj	R_LPLIPAL1G120pp	optimal	1.5908505726729993
./model.xml	obj	R_LPLIPAL1G160pp	optimal	1.5908505726730207
./model.xml	obj	R_LPLIPAL2E160	optimal	1.5908505726730184
./model.xml	obj	R_LPLIPAL2E180	optimal	1.5908505726730262
./model.xml	obj	R_LSERDHr	optimal	1.590850572673012
./model.xml	obj	R_LYSDC	optimal	1.5875364359284942
./model.xml	obj	R_LYSabcpp	optimal	1.5908505726730242
./model.xml	obj	R_LYSt2pp	optimal	1.5858254704401666
./model.xml	obj	R_LYSt3pp	optimal	1.5908505726730175
./model.xml	obj	R_LYStex	optimal	1.5833605766076746
./model.xml	obj	R_L_LACD2	optimal	1.5908505726730016
./model.xml	obj	R_L_LACt2rpp	optimal	1.590850572673025
./model.xml	obj	R_L_LACtex	optimal	1.5908505726730284
./model.xml	obj	R_MACACI	optimal	1.5908505726730227
./model.xml	obj	R_MACCOAT	optimal	1.5908505726730182
./model.xml	obj	R_MALDtex	optimal	1.590850572673035
./model.xml	obj	R_MALS	optimal	1.5908505726730158
./model.xml	obj	R_MALTHXabcpp	optimal	1.5908505726730264
./model.xml	obj	R_MALTHXtexi	optimal	1.5908505726730144
./model.xml	obj	R_MALt2_2pp	optimal	1.5908505726730138
./model.xml	obj	R_MALtex	optimal	1.5908505726730013
./model.xml	obj	R_MAN1PT	optimal	1.5908505726730293
./model.xml	obj	R_MAN1PT2	optimal	1.5908505726730295
./model.xml	obj	R_MBCOAi	optimal	1.5908505726730275
./model.xml	obj	R_MCCC	optimal	1.5908505726730144
./model.xml	obj	R_MCITD	optimal	1.5908505726730338
./model.xml	obj	R_MCITL2	optimal	1.590850572672997
./model.xml	obj	R_MCITS	optimal	1.5908505726730224
./model.xml	obj	R_MCOATA	optimal	1.4946997465021192
./model.xml	obj	R_MCTP1App	optimal	1.5908505726730187
./model.xml	obj	R_MCTP1Bpp	optimal	1.5908505726730173
./model.xml	obj	R_MCTP2App	optimal	1.5908505726730184
./model.xml	obj	R_MDDCP1pp	optimal	1.5908505726730104
./model.xml	obj	R_MDDCP2pp	optimal	1.5908505726730016
./model.xml	obj	R_MDDCP3pp	optimal	1.5908505726730253
./model.xml	obj	R_MDDCP4pp	optimal	1.5908505726730156
./model.xml	obj	R_MDDCP5pp	optimal	1.5908505726730064
./model.xml	obj	R_MDDEP1pp	optimal	1.5908505726730153
./model.xml	obj	R_MDDEP2pp	optimal	1.5908505726730295
./model.xml	obj	R_MDDEP3pp	optimal	1.590850572672997
./model.xml	obj	R_MDDEP4pp	optimal	1.5908505726730233
./model.xml	obj	R_MDH2	optimal	1.5908505726730147
./model.xml	obj	R_MDRPD	optimal	1.5908505726730036
./model.xml	obj	R_ME1	optimal	1.5908505726730229
./model.xml	obj	R_ME2	optimal	1.5908505726730096
./model.xml	obj	R_MECDPDH2	optimal	0.0
./model.xml	obj	R_MECDPS	optimal	-1.0684757160726098e-15
./model.xml	obj	R_MELIBt2pp	optimal	1.5908505726730153
./model.xml	obj	R_MELIBt3ipp	optimal	1.5908505726730147
./model.xml	obj	R_MEOHtex	optimal	1.5908505726730233
./model.xml	obj	R_MEOHtrpp	optimal	1.59085057267303
./model.xml	obj	R_MEPCT	optimal	0.0
./model.xml	obj	R_METAT	optimal	0.0
./model.xml	obj	R_METDtex	optimal	1.590850572673005
./model.xml	obj	R_METOX1s	optimal	1.5908505726730218
./model.xml	obj	R_METOX2s	optimal	1.5908505726730222
./model.xml	obj	R_METS	optimal	0.0
./model.xml	obj	R_METSOXR1	optimal	1.5908505726730284
./model.xml	obj	R_METSOXR2	optimal	1.590850572673024
./model.xml	obj	R_METTRS	optimal	1.5908505726729993
./model.xml	obj	R_METabcpp	optimal	1.5884881646375497
./model.xml	obj	R_METtex	optimal	1.5884881646375326
./model.xml	obj	R_MG2tex	optimal	1.5908505726730222
./model.xml	obj	R_MG2tpp	optimal	1.5908505726730062
./model.xml	obj	R_MG2uabcpp	optimal	1.5908505726730193
./model.xml	obj	R_MGCH	optimal	1.5908505726730175
./model.xml	obj	R_MI1PP	optimal	1.590850572625776
./model.xml	obj	R_MICITDr	optimal	1.5908505726730295
./model.xml	obj	R_MINCYCtpp	optimal	1.5908505726730244
./model.xml	obj	R_MLDCP1App	optimal	1.5908505726730207
./model.xml	obj	R_MLDCP3App	optimal	1.5908505726730158
./model.xml	obj	R_MLTGY1pp	optimal	1.5908505726730071
./model.xml	obj	R_MLTGY2pp	optimal	1.5908505726730267
./model.xml	obj	R_MLTGY3pp	optimal	1.5908505726730242
./model.xml	obj	R_MLTGY4pp	optimal	1.590850572673003
./model.xml	obj	R_MMSAD3	optimal	1.4336222897726854
./model.xml	obj	R_MMTSAO	optimal	1.5908505726730269
./model.xml	obj	R_MN2t3pp	optimal	1.5908505726730158
./model.xml	obj	R_MNabc_1	optimal	1.5908505726730209
./model.xml	obj	R_MNt2pp	optimal	1.5908505726730249
./model.xml	obj	R_MNtex	optimal	1.5908505726730096
./model.xml	obj	R_MOADSUx	optimal	1.5908505726730198
./model.xml	obj	R_MOBDabcpp	optimal	1.5908505726730129
./model.xml	obj	R_MOBDtex	optimal	1.5908505726730138
./model.xml	obj	R_MOCOS	optimal	1.5908505726730067
./model.xml	obj	R_MOHMT	optimal	0.0
./model.xml	obj	R_MOTH1	optimal	1.5908505726730096
./model.xml	obj	R_MOTH2	optimal	1.5908505726730127
./model.xml	obj	R_MOTH3	optimal	1.5908505726730164
./model.xml	obj	R_MOTH4	optimal	1.590850572673014
./model.xml	obj	R_MOTS1	optimal	1.590850572672999
./model.xml	obj	R_MOTS2	optimal	1.5908505726730147
./model.xml	obj	R_MOTS3	optimal	1.5908505726730222
./model.xml	obj	R_MOTS4	optimal	1.5908505726730144
./model.xml	obj	R_MPTAT	optimal	1.5908505726730264
./model.xml	obj	R_MPTG	optimal	1.590850572673012
./model.xml	obj	R_MPTG2	optimal	1.5908505726730224
./model.xml	obj	R_MPTS	optimal	1.5908505726729705
./model.xml	obj	R_MPTSS	optimal	1.5908505726730313
./model.xml	obj	R_MSO3abcpp	optimal	1.5908505726730169
./model.xml	obj	R_MSO3tex	optimal	1.5908505726729985
./model.xml	obj	R_MTAP	optimal	1.5908505726730229
./model.xml	obj	R_MTHFC	optimal	4.266159750153717e-14
./model.xml	obj	R_MTHFD	optimal	1.8236939916014762e-13
./model.xml	obj	R_MTHFR2	optimal	1.5908505726730233
./model.xml	obj	R_MTHFR3	optimal	1.590850572672997
./model.xml	obj	R_MTI	optimal	1.590850572673024
./model.xml	obj	R_MTRI	optimal	1.590850572673024
./model.xml	obj	R_MUCCYCI	optimal	1.5908505726729993
./model.xml	obj	R_MUCCY_kt	optimal	1.5908505726730122
./model.xml	obj	R_MUCLI	optimal	1.5908505726730264
./model.xml	obj	R_N2OR	optimal	1.590850572673019
./model.xml	obj	R_NACODA	optimal	1.5908505726730144
./model.xml	obj	R_NADDP	optimal	1.5908505726730233
./model.xml	obj	R_NADH16pp	optimal	1.5908505726730253
./model.xml	obj	R_NADH16pp_q9	optimal	1.590850572673007
./model.xml	obj	R_NADH5	optimal	1.5908505726730229
./model.xml	obj	R_NADHPYO	optimal	1.590850572673026
./model.xml	obj	R_NADK	optimal	1.5908505726730193
./model.xml	obj	R_NADN	optimal	1.590850572673005
./model.xml	obj	R_NADNAQ_q8	optimal	1.5908505726713729
./model.xml	obj	R_NADNAQ_q9	optimal	1.5908505726730078
./model.xml	obj	R_NADPHPYO	optimal	1.5908505726730178
./model.xml	obj	R_NADPHQR2	optimal	1.590850572673007
./model.xml	obj	R_NADS2	optimal	1.5908505726729123
./model.xml	obj	R_NADTRHD	optimal	1.5908505726730189
./model.xml	obj	R_NAMNPP	optimal	1.5908505726730173
./model.xml	obj	R_NAR_syn	optimal	1.5908505726730102
./model.xml	obj	R_NAt3_1p5pp	optimal	1.5908505726730144
./model.xml	obj	R_NAt3pp	optimal	1.590850572673018
./model.xml	obj	R_NAtex	optimal	1.5908505726729985
./model.xml	obj	R_NDPK1	optimal	6.265174261831235e-14
./model.xml	obj	R_NDPK2	optimal	3.9678025313662266e-17
./model.xml	obj	R_NDPK3	optimal	-5.128166818764456e-14
./model.xml	obj	R_NDPK4	optimal	0.0
./model.xml	obj	R_NDPK5	optimal	1.590850572673007
./model.xml	obj	R_NDPK6	optimal	1.5908505726730127
./model.xml	obj	R_NDPK7	optimal	1.5908505726730042
./model.xml	obj	R_NDPK8	optimal	1.590850572673034
./model.xml	obj	R_NFORGLUAH2	optimal	1.5908505726730238
./model.xml	obj	R_NH4t4pp	optimal	1.5908505726730198
./model.xml	obj	R_NH4tex	optimal	1.304613779830668
./model.xml	obj	R_NH4tpp	optimal	1.3046137798350117
./model.xml	obj	R_NI2t3pp	optimal	1.590850572673007
./model.xml	obj	R_NI2t4pp	optimal	1.5908505726730382
./model.xml	obj	R_NI2tex	optimal	1.5908505726730293
./model.xml	obj	R_NI2tpp	optimal	1.5908505726730071
